Transaction date,Card last 4,Purchased amount,Purchased currency,Merchant,Merchant category,Payment status,Policy,Amount,Currency,Itemized expense parent ID,Expense status,Transaction type,Expense ID,Created from URL,Card transaction reference ID,Original amount,Original currency,Spending entity
01/02/2026,6004,22.4,USD,DFS,Office supplies,Completed,Private,22.40,USD,,Submitted,Card,expense_cmjw8aq38ev6701305wedxmo6,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Ntanc4YXEzOGV2NjcwMTMwNXdlZHhtbzY=,ctxop_cmjwulfjpw07v0118obu4a9mv,22.4,USD,Hadar Shemesh International (LLC)
01/02/2026,6004,25,USD,DFS,Office supplies,Completed,Private,25.00,USD,,Submitted,Card,expense_cmjw88bjj8sf50167hpuv0jux,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Ntanc4OGJqajhzZjUwMTY3aHB1djBqdXg=,ctxop_cmjwunuybqek20147s2iz7424,25,USD,Hadar Shemesh International (LLC)
01/02/2026,2119,4.99,EUR,Amazon Prime,General merchandise,Completed,General,6.05,USD,,Approved,Card,expense_cmjw70k7td56501308kayolw8,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2Ntanc3MGs3dGQ1NjUwMTMwOGtheW9sdzg=,ctxop_cmjwibnx5uqui01187ra2rbql,4.99,EUR,Hadar Shemesh International (LLC)
01/01/2026,6004,65.27,USD,Zanottos Family Market,Grocery,Completed,Private,65.27,USD,,Submitted,Card,expense_cmjvym8jvgp6x0190kyxruo55,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtanZ5bThqdmdwNngwMTkwa3l4cnVvNTU=,ctxop_cmjwyzykx05110134yceurr5b,65.27,USD,Hadar Shemesh International (LLC)
01/01/2026,2119,180,USD,Google Workspace,Recurring software & SaaS,Completed,General,180.00,USD,,Approved,Card,expense_cmjvdtdnha57o0190yj2ggw0f,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtanZkdGRuaGE1N28wMTkweWoyZ2d3MGY=,ctxop_cmjvjto5rqwho0181trty3cw4,180,USD,Hadar Shemesh International (LLC)
01/01/2026,6004,89,EUR,TRIB3 Amigó,Training & education,Completed,Private,107.88,USD,,Submitted,Card,expense_cmjv5nq9ss2je0177wf3er7ls,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtanY1bnE5c3MyamUwMTc3d2YzZXI3bHM=,ctxop_cmjw799jbsmbd0118v7c62lu8,89,EUR,Hadar Shemesh International (LLC)
01/01/2026,6004,-25.98,USD,Zanottos Family Market,Grocery,Refunded,Private,-25.98,USD,,Approved,Card,expense_cmjuqcswgmywo0177fjehimf9,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtanVxY3N3Z215d28wMTc3ZmplaGltZjk=,ctxop_cmjwz0y7c06s70134zdxoax07,-25.98,USD,Hadar Shemesh International (LLC)
01/01/2026,6004,25.98,USD,Zanottos Family Market,Grocery,Completed,Private,25.98,USD,,Submitted,Card,expense_cmjupvkvrvmix01848chsbhye,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtanVwdmt2cnZtaXgwMTg0OGNoc2JoeWU=,ctxop_cmjvjwhj2r0mm0181euqut43b,25.98,USD,Hadar Shemesh International (LLC)
12/31/2025,6004,32.71,USD,Shell,Gas & fuel,Completed,Private,32.71,USD,,Submitted,Card,expense_cmjunaqimuc380125cflp8842,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtanVuYXFpbXVjMzgwMTI1Y2ZscDg4NDI=,ctxop_cmjw6tq0om53x0147hl2d4krr,32.71,USD,Hadar Shemesh International (LLC)
12/31/2025,6004,144.59,USD,LUNA Mexican Kitchen - The Pruneyard,Restaurants,Completed,Private,144.59,USD,,Submitted,Card,expense_cmjumx1g1x6v801307c6c9jyn,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtanVteDFnMXg2djgwMTMwN2M2YzlqeW4=,ctxop_cmjw6mbuslvjq0147epdisw60,144.59,USD,Hadar Shemesh International (LLC)
12/31/2025,6004,32.99,USD,Crumbl Cookies,Restaurants,Completed,Private,32.99,USD,,Submitted,Card,expense_cmjumukq2ua4c0125jyvf3odn,https://dashboard.brex.com/p/expenses/all?expenseId=RXhwZW5zZTpleHBlbnNlX2NtanVtdWtxMnVhNGMwMTI1anl2ZjNvZG4=,ctxop_cmjuwwrh1p4ky0181y1yqx15q,32.99,USD,Hadar Shemesh International (LLC)
